TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T1038496,C4711772,1/4/91,F,NAVI MUMBAI,2920.02,18/9/16,160058,1200.0
T500391,C3723037,17/8/84,M,CHENNAI,10944.94,19/8/16,112848,221.0
T971060,C8642356,1/1/84,M,GURGAON,104723.79,10/9/16,71507,1500.0
T289404,C4261023,15/11/77,M,BYPASS HADAPSAR PUNE,12021.24,11/8/16,161519,189.0
T863245,C4021450,27/7/86,M,HYDERABAD,29371.34,8/9/16,145444,6200.0
T693455,C2025054,5/5/82,M,MUMBAI,876.65,31/8/16,201952,266.18
T358966,C4532655,15/6/81,M,PURI,9880.65,14/8/16,184625,1744.0
T616560,C2411817,12/7/95,F,SECUNDERABAD,2984.8,26/8/16,213222,12.0
T260450,C3596486,5/9/85,M,PINJORE,6664.42,12/8/16,143850,100.0
T783851,C7024658,27/8/82,M,BANGALORE,193917.56,6/9/16,150811,830.0
T744474,C7837719,27/11/77,M,MUMBAI,6118.37,2/9/16,220733,230.0
T398234,C2038317,8/2/87,M,NEW DELHI,52174.96,18/8/16,63956,500.0
T716245,C7126965,4/9/88,M,BIDAR DIST KARNATAKA,17978.03,3/9/16,191713,1562.47
T616468,C5436989,6/1/89,M,ALIGARH,64595.06,27/8/16,163959,228.0
T568492,C7929732,26/2/94,M,SAHARANPUR,46112.75,22/8/16,124015,200.0
T463753,C6627731,3/1/78,M,BANGALORE,15055.39,16/8/16,214651,722.0
T553915,C7712584,1/1/1800,M,DELHI,15889.41,23/8/16,124011,470.0
T426271,C6916520,14/1/72,M,DHAKOLA,592945.94,17/8/16,203429,1301.0
T246990,C6934671,6/7/74,M,PUNE,646025.83,7/8/16,185537,1200.0
T410887,C1946853,6/9/94,M,MANKUVA BHUJ,5351.45,17/8/16,94956,225.0
T441634,C3330591,23/3/81,M,MUMBAI,14034.27,16/8/16,84225,231.0
T962598,C4922847,29/4/91,M,MUMBAI,9228.44,10/9/16,170824,2179.0
T640111,C7742469,16/8/88,M,MUMBAI,13194.91,25/8/16,200516,107.49
T512661,C1925371,19/10/77,F,NEW DELHI,44534.12,19/8/16,142217,3842.0
T111065,C3126157,29/1/93,M,PUNE,2935.78,6/8/16,161636,160.0
T593782,C5518957,11/9/93,F,DELHI,1009605.23,27/8/16,201554,27000.0
T157074,C8218851,14/5/80,M,HYDERABAD,643607.67,3/9/16,163216,363.0
T91301,C8786554,20/3/82,M,NEW DELHI,517495.4,27/9/16,232747,850.0
T502208,C5072382,13/5/85,M,HYDERABAD,15585.43,20/8/16,194432,1401.0
T354767,C4218344,7/7/78,M,BICHOLIM,75646.46,14/8/16,132107,7411.0
T432006,C5336978,22/11/93,M,GURGAON,11064.75,17/8/16,201924,1130.0
T886335,C8738583,29/5/92,F,AMRITSAR,5930.56,7/9/16,185236,306.0
T746493,C7035484,5/5/86,M,BANGALORE,26133.24,1/9/16,224753,1131.0
T983325,C8233912,15/6/86,M,REWARI,4969.01,15/9/16,93717,150.0
T332678,C9025761,16/5/93,F,GURGAON,57.63,15/8/16,200936,50.0
T593703,C4636080,25/10/92,M,BANGALORE,24272.18,26/8/16,173650,50.0
T747254,C4038587,10/3/87,M,THANE W,51451.95,1/9/16,220017,3322.05
T345152,C2854853,16/2/79,M,NEW DELHI,20396.61,14/8/16,1451,1950.0
T868033,C3226634,6/11/90,M,AMRITSAR,10743.38,8/9/16,142414,500.0
T601670,C7734515,7/12/89,M,NAVI MUMBAI,12710.39,26/8/16,185436,400.0
T684231,C8711787,17/10/91,F,MOHALI,1.73,30/8/16,211049,397.0
T178489,C4132054,18/12/94,M,MEERUT,87.75,4/8/16,213403,50.0
T155331,C3226974,19/1/90,M,PATHANKOT [PB],6149.06,3/9/16,164046,887.12
T908610,C4951448,1/1/1800,M,KOTA,123462.12,12/9/16,111632,599.0
T406649,C4719363,8/10/74,F,PUNE,15021.69,18/8/16,163438,559.0
T4698,C6117486,7/2/77,M,AIZAWL,863.49,15/8/16,54404,700.0
T467513,C3742018,13/10/94,F,BEHROR,8340.24,21/8/16,125327,57.0
T320264,C4856085,21/5/82,F,SRIPERUMBUDUR TAL KANCHIPURAM DIST,123.89,10/8/16,214533,276.0
T700714,C4657580,14/6/71,M,MOHALI,29501.41,30/8/16,150338,1250.0
T574132,C8335513,12/7/94,M,KANCHEEPURAM,4345.02,22/8/16,175824,50.0
T958292,C1816325,30/5/95,M,RANGA REDDY,5968.21,10/9/16,200947,50.0
T245266,C7630985,22/1/81,M,MUMBAI,5100.47,12/8/16,618,1710.0
T17248,C1034890,10/2/89,M,PUNE,21333.36,26/9/16,203233,238.46
T861959,C4913981,13/6/77,M,MUMBAI,1096.56,8/9/16,113703,500.0
T925653,C8417819,25/12/90,M,BASTI,13158.99,11/9/16,134014,30.0
T257653,C6310527,1/1/1800,M,NASHIK,1344.57,12/8/16,163651,100.0
T890996,C4840877,4/9/91,F,MUMBAI,13420.99,7/9/16,142051,399.17
T673142,C5639229,22/10/83,F,NOIDA,8360.16,28/8/16,175945,3395.0
T145070,C7933559,11/8/70,M,BANGALORE,177157.85,5/8/16,153031,440.0
T773527,C1018827,3/2/77,F,MUMBAI,194672.91,6/9/16,211502,142.0
T474030,C1618371,30/9/86,M,NEW DELHI,34150.13,21/8/16,230304,1600.0
T313996,C1832380,18/1/88,F,MUMBAI,116265.99,10/8/16,184959,799.0
T457855,C2930222,1/11/84,M,SAHARANPUR,10904.68,21/8/16,72536,150.0
T739891,C7715051,27/9/85,M,THANE,28490.28,2/9/16,205928,615.0
T865341,C4381116,22/12/80,F,MUMBAI,1380.84,8/9/16,133934,250.0
T1015554,C1540666,22/12/94,M,WEST GODAVARI,2127.87,14/9/16,192914,50.0
T322057,C2932215,7/1/93,F,DELHI,2177.51,15/8/16,145052,580.0
T965585,C4631467,28/6/86,M,LUDHIANA,54989.98,10/9/16,161152,236.36
T170775,C5623674,11/5/91,M,FARIDABAD,36.96,4/8/16,173027,190.0
T861270,C3629377,4/4/94,M,SINDHUDURG - DISTRICT,18789.62,8/9/16,95502,100.0
T265611,C2037879,16/9/89,M,MOHALI,1445.82,3/9/16,123242,108.0
T843739,C1976390,5/10/92,F,KANPUR,8693.38,9/9/16,153923,840.0
T922593,C5217426,19/5/95,M,VIJAYAWADA,1688.4,11/9/16,101103,150.0
T704919,C5823365,16/6/82,M,EAST MUMBAI,19904.6,30/8/16,105659,1409.0
T994054,C8142311,3/7/86,M,NEW DELHI,2348.25,14/9/16,25407,250.0
T412503,C1342511,12/9/79,M,FUN CINEMA NEW DELHI,103624.44,18/8/16,203058,100.0
T94281,C8687772,20/12/81,M,NOIDA,5279.82,1/8/16,134641,100.0
T240324,C5331933,21/1/87,M,JAIPUR,9125.68,7/8/16,164519,500.0
T631553,C3125354,24/1/85,M,VADODARA,36497.78,29/8/16,172448,6446.0
T485369,C2737526,18/12/96,M,BAREILLY,50001.2,20/8/16,150240,14.0
T959916,C5122740,27/10/89,F,BANGALORE,3779.9,10/9/16,160219,120.0
T995863,C1242180,28/9/85,F,HOWRAH,4397.17,14/9/16,103230,300.0
T729272,C1932069,1/2/85,M,KOLKATA,17030.68,2/9/16,120109,160.0
T259180,C6817882,18/9/91,M,MUMBAI,20567.32,12/8/16,132452,71.0
T246190,C2517082,1/1/1800,M,KHAR WEST MUMBAI,1599263.99,12/8/16,921,250.0
T37611,C6949692,7/2/71,M,VISAKHAPATNAM,4204.78,30/9/16,135249,1969.0
T273089,C7211428,28/10/89,M,BANGALORE,177541.22,12/8/16,210343,290.0
T601042,C3719560,15/1/27,M,PATNA,0.0,26/8/16,182106,161.0
T393135,C3620528,23/2/88,M,ERNAKULAM,3.5,13/8/16,200359,39.0
T451784,C8313361,4/6/88,M,BHIWANDI,5804.43,16/8/16,195402,19500.0
T776157,C6118128,13/6/92,M,KHAMMAM,3136.54,6/9/16,190601,45.0
T1003934,C4936577,8/2/85,F,BANGALORE,125574.48,14/9/16,172910,983.0
T2603,C9042637,1/2/91,M,MUMBAI,11558.23,21/10/16,151421,249.0
T956494,C2831887,6/4/90,F,MUMBAI,62995.53,10/9/16,171814,240.0
T78490,C6442575,27/11/74,M,GURGAON,26080.25,2/8/16,190734,110.0
T557800,C7928791,24/8/86,M,HYDERABAD,264198.09,24/8/16,173032,381.04
T882875,C7273266,25/7/88,M,PUNE,9974.34,7/9/16,230808,1510.0
T641839,C6515959,13/11/74,M,TEMPLE CHENNAI,234553.24,25/8/16,192833,784.0
T214904,C3441832,25/12/91,F,MUMBAI,19778.0,8/8/16,203552,197.0
T363875,C6917171,29/1/74,F,MUMBAI,63962.4,14/8/16,165548,1318.0
T792863,C8239624,1/1/63,M,SION E MUMBAI,9418.88,5/9/16,123756,49.0
T418703,C4515329,14/3/84,M,DELHI,197828.94,17/8/16,12342,806.0
T394563,C2541312,2/6/92,M,BORIVALI (E) MUMBAI,11880.99,18/8/16,102023,1200.0
T7157,C5041526,16/5/85,M,BANGALORE,132555.98,22/9/16,113404,180.0
T651064,C3033614,1/1/89,M,NOIDA,56389.39,31/8/16,164504,169.0
T248791,C6912764,13/9/93,F,GURGAON,713.03,12/8/16,110029,19.0
T478431,C2426316,3/12/81,M,GHAZIABAD,101034.99,20/8/16,80949,1000.0
T9396,C8539091,5/12/84,M,KOLKATA,46321.57,25/9/16,202946,2296.0
T985158,C8328853,14/4/87,M,GURU VILLA BUNGLOWS ANAND,55200.85,15/9/16,180007,200.0
T746863,C5729021,8/2/91,M,PILIBHIT,12073.58,1/9/16,215810,400.0
T368318,C4830170,6/1/93,F,DELHI,5265.32,14/8/16,202736,390.0
T747811,C8718269,1/1/1800,M,NEW DELHI,201994.18,2/9/16,232844,3700.0
T253308,C3513164,22/10/65,M,BHUBANESWAR,18340.59,12/8/16,84520,2000.0
T892032,C8039365,24/9/79,M,THANE,14413.03,7/9/16,153503,1000.0
T815776,C2710386,16/8/85,M,MATHURA,26813.01,5/9/16,193700,170.0
T837641,C4018790,24/8/89,F,AGRA,23242.61,9/9/16,184127,125.0
T128668,C8262313,19/12/92,F,MALDA,1167.44,6/8/16,204753,109.0
T810419,C7822232,17/9/89,M,PAONTA SAHIB,1948.13,5/9/16,193947,42.0
T883543,C5721333,1/1/1800,M,SOCIETY BANGALORE,1708419.12,7/9/16,215024,1112.0
T455253,C1123086,12/11/91,M,KARIMNAGAR,25194.88,16/8/16,215415,4797.0
T136276,C7362671,14/10/87,F,INDORE,3824.8,6/8/16,220743,644.0
T765660,C4324128,30/4/83,F,VISAKHAPATNAM,10586.03,1/9/16,121015,20.0
T320266,C8121383,25/7/61,M,MANGALORE,17123.59,10/8/16,213352,130.0
T534934,C7059365,5/2/93,M,CHHINDWARA,195291.23,24/8/16,211324,200.0
T517935,C7022141,7/1/90,M,DELHI,24054.67,19/8/16,193228,80.0
T811517,C1143438,10/6/86,M,SAKET NEW DELHI,114365.19,5/9/16,235610,250.0
T959486,C5971518,5/2/92,M,DURG,18798.35,10/9/16,134827,500.0
T174557,C6733446,1/10/82,M,NEW DELHI,794743.98,4/8/16,202011,1000.0
T531734,C1485015,15/5/90,M,MUMBAI,39931.44,24/8/16,235440,297.0
T278704,C7329976,29/10/90,M,AHMEDABAD,42257.71,11/8/16,113836,139.0
T766421,C8635545,29/9/93,M,SINDHUDURG - DISTRICT,4517.78,1/9/16,105031,50.0
T966333,C7942143,13/12/91,F,BANGALORE,74037.95,10/9/16,125020,1406.0
T101235,C2832059,25/12/89,M,RANGA REDDY,792.53,1/8/16,190723,200.0
T531962,C3511340,6/12/86,F,MUMBAI,731266.41,24/8/16,210741,122.0
T181028,C1327784,1/6/79,M,PUNE,22044.56,9/8/16,111638,137.0
T624038,C1840056,20/10/92,F,GURGAON,2068.55,29/8/16,204107,100.0
T470439,C6414126,7/6/88,F,HYDERABAD,3136.57,21/8/16,222331,1.0
T794085,C4023755,17/4/80,M,GURGAON,25051.73,5/9/16,105038,1250.0
T105242,C4726413,30/5/94,M,GHAZIABAD,5498.72,1/8/16,214018,700.0
T332161,C8920611,1/1/1800,F,BANGALORE,118828.91,15/8/16,194359,228.0
T578787,C4816033,7/7/88,M,MUMBAI,779.24,27/8/16,110827,1200.0
T258619,C4637246,22/7/93,F,GURGAON,116584.57,12/8/16,144823,62.0
T269472,C4341889,15/5/86,M,NEW DELHI,24666.08,12/8/16,220305,230.0
T788188,C4329565,23/7/89,M,GONDA,4014.6,5/9/16,94847,65.0
T975169,C5615918,30/6/76,M,JAIPUR,1335.83,15/9/16,145101,600.0
T969591,C8124587,27/7/72,M,DELHI,9250.21,10/9/16,101450,391.5
T872025,C2478378,9/10/82,M,NEW DELHI,20596.31,8/9/16,185808,400.0
T481651,C1122323,23/10/85,F,NOIDA,8552.66,21/8/16,222703,50.0
T766220,C7923636,8/7/80,M,AHMEDABAD,9901.98,1/9/16,131034,140.0
T86302,C2531157,15/10/82,M,JAIPUR,374.83,1/8/16,105052,50.0
T631536,C2632559,26/5/72,M,DELHI,5883.26,29/8/16,141755,408.5
T600067,C5137788,13/10/88,M,LUCKNOW,37689.5,26/8/16,184746,283.0
T908375,C6433036,24/4/83,F,HUBLI,157.88,12/9/16,120517,1000.0
T107199,C3059871,5/11/89,M,KOTA,3798.67,6/8/16,141031,10.0
T86587,C6026185,13/3/90,M,DELHI,20540.23,1/8/16,110208,453.0
T250750,C1036376,18/7/94,F,BANGALORE,184335.51,7/8/16,152124,550.0
T1023336,C2128354,9/3/84,F,DELHI,8805.49,13/9/16,172700,287.0
T360938,C4838426,1/8/89,M,DELHI,6038.86,14/8/16,211858,360.0
T760312,C4377711,8/1/97,M,SONIPAT,20193.01,1/9/16,160655,963.0
T410502,C2015045,2/2/89,M,AURANGABAD,5620.12,18/8/16,193108,120.0
T125112,C1926273,20/3/83,M,BICHOLIM,120473.55,6/8/16,214524,1335.0
T166585,C3461483,18/11/92,M,BHANDARA,7756.05,4/8/16,152813,875.0
T213308,C6155059,8/7/86,M,NOIDA,60400.79,8/8/16,135615,1010.0
T750713,C5523632,4/11/88,M,THANE,859.95,1/9/16,202041,100.0
T109438,C4932047,30/12/87,F,MUMBAI,190485.91,6/8/16,63815,628.0
T521476,C4938489,10/4/85,M,GREATER NOIDA,40.62,19/8/16,212629,1896.0
T244590,C2412377,8/2/85,M,PUNE,1511.41,12/8/16,1500,70.0
T246868,C2522177,2/2/92,M,BESIDE AKSHAR CMPL SURAT,6235.55,12/8/16,3312,2500.0
T595985,C4814635,16/3/88,F,KOLLAM,63614.96,26/8/16,220537,1007.0
T540708,C4425635,29/11/76,M,DUBAI,91232.4,23/8/16,201123,274.74
T832242,C2937970,9/3/82,M,BANGALORE,28738.01,4/9/16,125405,6200.0
T437249,C2829322,19/2/87,F,MUMBAI,3.86,16/8/16,105905,260.0
T503365,C5945624,1/1/1800,M,GURGAON,374395.41,19/8/16,153025,11785.0
T36380,C7237953,17/3/82,M,KANPUR,375.94,27/9/16,92211,43.0
T457408,C1424989,6/1/70,F,NEW DELHI,39.0,16/8/16,201636,999.0
T91749,C6510448,1/1/1800,M,NEW DELHI,76511.53,22/9/16,112351,29700.0
T424331,C8617627,30/9/92,F,JALANDHAR,8688.1,17/8/16,164302,333.0
T29596,C8638443,20/12/94,F,MUMBAI,93466.63,26/9/16,130937,12007.0
T873588,C6319882,30/12/73,F,MUMBAI,165496.68,8/9/16,175800,9430.0
T944321,C8227188,8/10/86,M,CHENNAI,20529.75,11/9/16,201941,4850.0
T744142,C6548326,21/8/91,M,SILIGURI,15949.18,2/9/16,205745,241.0
T352272,C4521237,26/9/74,F,THANE,0.0,14/8/16,152558,1383.0
T357922,C8432320,1/1/1800,M,NEW DELHI,8785.47,14/8/16,195908,300.0
T661062,C1144066,1/6/91,F,THANE,37086.44,31/8/16,112637,182.0
T738180,C9023940,8/1/93,M,HOSPITAL PUNE,7793.1,2/9/16,155851,1500.0
T517563,C1757576,14/6/71,M,MOHALI,29501.41,19/8/16,204442,1550.0
T134162,C1528175,1/11/91,M,PATIALA,2501.17,6/8/16,214716,664.0
T167541,C3525738,26/8/91,M,NEW DELHI,286236.95,4/8/16,155255,850.0
T532915,C7316213,25/5/94,M,BANGALORE,8002.7,23/8/16,200524,50.0
T55939,C6521682,10/10/84,M,JAIPUR,254171.41,3/8/16,193402,543.0
T309229,C4341982,22/6/82,M,NEW DELHI,9864.16,10/8/16,153405,1034.0
T523708,C4824777,10/9/87,M,MUMBAI CITY (M H) MUMBAI,35013.24,24/8/16,164125,295.0
T1006244,C1515118,10/6/80,M,BELGAUM,10268.6,14/9/16,201346,170.0
T411860,C3727319,4/7/80,F,MUMBAI,84952.34,18/8/16,201252,1323.0
T25612,C8012555,17/5/87,M,NEW DELHI,21.07,27/9/16,163141,500.0
T721869,C2532933,21/11/91,M,BANGALORE,825.38,3/9/16,201948,290.0
T600670,C4114325,21/4/91,M,MUMBAI,96488.37,26/8/16,111104,50.0
T120189,C1942338,20/5/61,M,MUMBAI,602907.62,6/8/16,183944,2099.0
T1018699,C6224129,2/3/95,F,FEROZEPUR,172548.07,14/9/16,225156,222.0
T238500,C2327470,27/9/90,M,MUMBAI,23429.16,7/8/16,190705,1450.0
T6607,C4744733,1/6/90,M,PONDICHERRY,4887.16,22/9/16,124952,251.0
T375831,C1715183,2/1/58,M,PUNE,127295.83,13/8/16,100749,1030.0
T324608,C7561155,18/7/57,M,CHENNAI,92972.01,15/8/16,105247,458.0
T700238,C8620578,25/6/90,F,MUMBAI,2382.24,30/8/16,123444,150.0
T359496,C3212977,1/1/1800,M,MANGALORE,85886.58,14/8/16,182755,4900.0
T447439,C4341538,1/1/1800,M,BANGA,36594.15,16/8/16,183946,550.0
T54961,C8196413,24/11/88,M,GURGAON,24568.2,3/8/16,184724,400.0
T836609,C7178818,7/11/89,M,BANGALORE,5098.7,9/9/16,172913,255.0
T717344,C7010373,20/5/84,M,MOGA,5782.25,3/9/16,192237,171.0
T122655,C2914981,16/11/88,F,DELHI,9760.82,6/8/16,193911,3150.0
T489444,C7657437,22/6/56,F,KOLKATA,1078752.1,20/8/16,133331,26.33
T185757,C6142375,4/8/87,M,RANGA REDDY,8094.18,9/8/16,133311,110.0
T989085,C2634384,1/7/60,M,NEW DELHI,36093.3,15/9/16,71013,1950.0
T920731,C8256826,24/9/87,F,LUCKNOW,165102.11,12/9/16,232042,250.0
T826894,C9029521,24/6/81,M,GURGAON,1365.26,4/9/16,120811,126.0
T837900,C6923128,20/3/92,M,DELHI,29835.09,4/9/16,43617,180.85
T1018570,C4628374,30/11/84,F,MUMBAI,22832.87,13/9/16,202443,400.0
T79993,C3917876,16/3/92,M,MUMBAI,4795.36,2/8/16,195721,1750.0
T211668,C1694218,21/11/86,M,BHAVNAGAR,10238.63,8/8/16,134421,300.0
T273745,C7037261,3/2/80,M,DELHI,41900.12,11/8/16,95117,172.0
T322955,C8211120,2/5/86,F,GARHSHANKAR,31210.87,15/8/16,151826,1300.0
T458501,C1538442,15/5/74,F,MUMBAI,174.68,21/8/16,122206,480.0
T397953,C4420937,28/10/85,M,CHANDIGARH,4455.99,13/8/16,212040,1631.0
T778024,C7660842,9/6/95,F,GUWAHATI,11738.87,6/9/16,130551,7830.0
T926256,C3740926,25/5/80,M,YEOLA,45734.02,11/9/16,120601,10.0
T586074,C2437316,9/9/89,M,PHASE-1 HINJEWADI PUNE,143566.85,27/8/16,222006,221.0
T2447,C7523714,11/11/84,M,KOLKATA,46225.77,21/10/16,170210,1990.0
T314654,C5511178,12/2/88,M,KANNIYAKUMARI,25993.21,10/8/16,215654,1000.0
T973614,C5942379,25/10/68,M,NEW DELHI,240297.63,10/9/16,5740,552.0
T490283,C4020428,2/2/87,F,JAIPUR,57568.79,20/8/16,181445,800.0
T772275,C5974440,26/3/91,M,NEW DELHI,183.49,6/9/16,222425,50.0
T65958,C2334741,1/1/1800,M,GUWAHATI,2383.15,2/8/16,103237,5.0
T787428,C6937983,6/1/72,M,CHENNAI,10075.04,6/9/16,105330,608.0
T384041,C1115147,3/12/89,F,DELHI,205695.24,13/8/16,154831,2439.85
T63224,C5215725,13/12/90,M,NOIDA,7144.74,2/8/16,72200,67.0
T388160,C2710468,16/12/78,M,PATIALA,377999.53,13/8/16,175813,1404.0
T306934,C6624514,9/7/86,F,BANGALORE,2144.77,10/8/16,161854,293.05
T885520,C8420933,1/6/92,M,HYDERABAD,568.39,7/9/16,193601,271.0
T233553,C4311255,3/4/85,M,PATIALA,1167.32,7/8/16,144946,1500.0
T589128,C8391359,27/2/87,F,DUBAI,85309.06,22/8/16,195159,925.0
T876860,C5821138,31/3/87,M,FARIDABAD,329695.98,8/9/16,210511,897.3
T758494,C8036113,14/3/90,M,BANGALORE,11991.79,1/9/16,181429,25.0
T200780,C5431370,6/6/91,F,INDORE,32306.56,8/8/16,130940,19.0
T741614,C3833231,17/7/88,M,GURGAON,2632.77,2/9/16,185240,330.0
T128266,C6940360,11/5/93,F,DHARMAPURI,2209.98,6/8/16,230150,220.0
T448870,C4086185,10/3/93,F,LUCKNOW,375704.41,16/8/16,183736,4554.96
T667686,C5536817,7/5/93,F,JAIPUR,4998.61,28/8/16,200032,75.0
T109792,C1210585,21/6/91,M,HATHRAS,1713.07,1/8/16,225453,35.0
T63494,C3339577,24/3/76,M,DELHI,56513.19,2/8/16,73050,666.6
T212653,C3225764,28/9/86,M,GURGAON,4150.31,8/8/16,191319,1049.0
T912532,C8419136,28/5/79,M,PUNE,15416.18,12/9/16,185225,350.0
T592395,C2410232,25/3/75,M,BANGALORE,10912.36,27/8/16,215111,47.42
T506341,C7530487,23/5/83,M,NEW DELHI,20710.98,19/8/16,142348,900.0
T727305,C1022818,11/10/79,M,CHENNAI,3574.12,2/9/16,124018,360.0
T877607,C2110738,19/8/78,M,KOLKATA,39.72,7/9/16,232452,75.0
T964262,C7320261,14/5/77,M,MUMBAI,44631.97,10/9/16,124630,189.94
T990936,C4227329,9/5/94,M,NEW DELHI,24362.58,14/9/16,100726,220.0
T430967,C8739159,21/3/86,M,(WEST) MUMBAI,26574.49,17/8/16,181620,145.0
T96920,C3626942,20/9/94,M,NEW DELHI,55694.34,1/8/16,220956,3999.0
T800725,C5728042,8/7/89,M,CHENNAI,11028.8,5/9/16,171630,1284.0
T830168,C1320735,11/9/93,M,HAMIRPUR,9916.7,4/9/16,122426,374.3
T718633,C2573568,30/4/86,F,KOLKATA,12884.96,3/9/16,215054,4052.0
T386924,C8140979,20/3/91,M,BANGALORE,5372.54,13/8/16,170621,5209.0
T920302,C3932289,13/12/93,M,BANGALORE,5260.18,11/9/16,95407,22.0
T422667,C8433666,22/2/94,M,DEHRADUN,7466.02,17/8/16,133922,2800.0
T337845,C4427434,10/10/90,M,PANCHKULA,69152.66,15/8/16,183118,100.0
T460312,C5632674,6/5/88,M,MUMBAI,4612.71,21/8/16,114305,30.0
T637812,C9024780,10/9/87,M,MUMBAI CITY (M H) MUMBAI,35013.24,29/8/16,182205,200.0
T280744,C5630144,24/4/91,M,JAIPUR,911.59,11/8/16,120822,100.0
T627161,C7219078,15/1/86,F,NEW DELHI,136396.2,29/8/16,161633,1545.0
T444998,C5838041,31/1/50,M,LUDHIANA,16758.99,16/8/16,171030,500.0
T327600,C7027165,28/12/67,M,GURGAON,34608.49,15/8/16,183944,3040.71
T1005250,C1838815,4/3/64,M,DELHI,1957706.9,14/9/16,191625,2414.0
T142472,C8515450,28/12/89,F,NOIDA,28249.36,5/8/16,163402,278.0
T837157,C4715044,24/6/90,M,PUNE,6986.16,9/9/16,152821,70.0
T1012454,C7837371,6/12/69,M,NOIDA,331081.19,13/9/16,220113,1195.0
T288473,C1559229,19/11/79,M,KOLKATA,126264.44,11/8/16,170830,10857.0
T577749,C6938853,17/10/91,F,MUMBAI,8153.22,27/8/16,113858,660.0
T547104,C5536112,7/6/87,F,NEW DELHI,13777.12,24/8/16,185344,1200.0
T778531,C5142670,16/3/88,M,MUMBAI,25362.31,6/9/16,171503,500.0
T820620,C6220741,2/10/80,M,DELHI,2090892.31,4/9/16,201557,600.0
T524335,C8514172,30/4/94,M,NEW DELHI,2713.58,24/8/16,102431,10.0
T720098,C6448624,13/1/86,M,MADURAI,456.4,3/9/16,202613,1380.0
T319582,C7029717,18/5/58,F,PUNE,51720.59,15/8/16,121220,5000.0
T371662,C4827163,14/2/94,M,RAMGARH,86.29,13/8/16,123939,1020.0
T534509,C8942862,19/5/75,M,BANGALORE,49132.82,22/8/16,73713,1000.0
T267526,C4135119,2/9/88,M,KOLKATA,76.31,3/9/16,121104,49.0
T920777,C4927740,14/3/91,M,JAIPUR,14453.31,12/9/16,214110,500.0
T600004,C7321472,3/3/82,M,UDAIPUR,25964.77,26/8/16,182833,310.0
T523083,C6016360,5/11/92,F,MUMBAI,29436.35,24/8/16,143838,330.82
T131063,C2039740,2/8/88,M,PATNA,25092.46,5/8/16,92351,60.0
T919666,C5682475,22/10/91,M,MUMBAI,2437.99,12/9/16,221206,300.0
T928818,C6443569,1/1/1800,M,RESTAURANT HYDERABAD,168806.32,11/9/16,133643,250.0
T701058,C6425256,23/5/94,F,PATIALA,48054.51,30/8/16,142252,50.0
T292118,C6631772,14/2/84,M,NEW DELHI,70246.14,11/8/16,181345,4980.0
T369152,C5035771,13/2/86,M,HYDERABAD,45.9,14/8/16,220702,740.0
T969409,C2525428,10/8/82,M,MUMBAI,55739.63,10/9/16,105957,3421.0
T847934,C4324926,5/6/95,M,NORTH 24 PARGANAS,2769.08,9/9/16,122247,50.0
T645240,C1069126,16/2/83,M,DERABASSI,44639.88,25/8/16,130246,200.0
T383849,C6838621,23/7/78,M,CALICUT,51941.32,13/8/16,150356,276.55
T462649,C3517537,17/4/88,M,MUMBAI,70943.7,21/8/16,164915,100.0
T352533,C6122352,1/6/73,M,PANCHKULA,359310.6,14/8/16,153842,1409.0
T577836,C1225464,10/8/89,M,AURANGABAD,14078.07,27/8/16,121734,210.0
T684100,C2441358,23/5/92,F,PUNE,17847.81,28/8/16,123419,46.0
T77412,C6839073,11/2/91,M,PALAMKONAM,41869.47,2/8/16,201035,220.0
T988851,C3138168,7/12/81,M,JAIPUR,31149.74,15/9/16,185419,500.0
T865722,C3530076,1/11/90,M,BANGALORE,90858.04,8/9/16,132620,732.6
T972265,C8037515,7/12/93,F,FEROZEPUR,33994.42,10/9/16,123935,22.0
T256532,C4334665,15/11/82,M,KOLHAPUR,260779.12,12/8/16,153815,2481.0
T105144,C6141265,19/7/93,F,HYDERABAD,9809.52,6/8/16,124646,60.0
T822529,C7320656,12/9/70,F,DELHI,70956.09,4/9/16,160825,1649.46
T987093,C6318016,26/5/94,M,NIZAMABAD,8365.12,15/9/16,221013,243.0
T865634,C6632446,25/6/69,M,MUMBAI,37140.71,8/9/16,110322,545.47
T420871,C2831448,15/8/85,M,SANTACRUZ EAST MUMBAI,62656.79,17/8/16,140124,1530.0
T583070,C7213040,1/1/79,M,PANCHKULA,14992.63,23/8/16,160030,300.68
T436224,C8196973,18/6/86,M,MUMBAI,33.8,17/8/16,225243,200.0
T786740,C7826356,3/4/87,M,KOLHAPUR,6469.87,6/9/16,110935,55.0
T739118,C1810276,10/8/85,M,WARANGAL,12098.01,2/9/16,164305,368.0
T703454,C2926028,3/9/84,M,COIMBATORE,26842.03,30/8/16,165103,362.0
T833659,C4385986,17/3/72,F,CHANDIGARH,72240.99,4/9/16,95402,7210.6
T4468,C5829489,17/7/80,M,NEW DELHI,326903.85,22/9/16,104451,150.0
T425221,C2013182,17/2/93,M,RAMPUR,12974.27,17/8/16,135534,335.0
T769438,C2023968,10/3/71,M,MUMBAI,626177.62,1/9/16,85528,3466.09
T619748,C7262292,5/10/85,M,DELHI,1537539.07,25/8/16,192221,500.0
